id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter 
4670,314330,40670163819,3,2,0.9336824729272798,3346708263363,0.15471697535803944,10
4671,54406,1194503504,0,1,0.43977751798315634,69035185283,0.060926971893090875,6
4672,66711,2083659362,0,1,0.2596604026608087,159979420725,0.0469328323157462,17
4673,1205567,331922552835,1,2,0.8873207599155928,2976752347804,0.12382199569130928,7
4674,15802,22290226,2,1,0.14005778367805644,362112456,0.019445778803755146,4
4675,4328,2807025,1,0,0.7179836643287615,143491430,0.09097214997692706,9
4676,3953,4870639,3,0,0.5152744662491755,475143651,0.08530424911593745,6
4677,7342177,10260372417814,0,3,0.9431175547693298,598080328564210,0.17284858441338327,10
4678,2104,590937,2,0,0.1726792920011394,43070154,0.03274189907823496,12
4679,1032743,198898616425,1,2,0.2429404402487293,6670596562576,0.04547698249715245,7
4680,2198778,558205745561,1,2,0.5468453333856644,48667007087103,0.0963179721196448,4
4681,31328,277790600,3,1,0.5490936641846093,19820265837,0.0861319971201096,20
4682,5749572,2200593704570,1,3,0.49185001816494744,36260177882976,0.06675169226418426,4
4683,35,318,0,0,0.5344950199993898,15878,0.0745977254396955,4
4684,21465,75081595,0,1,0.5957419905026048,5938612123,0.08320343013940838,11
4685,8659462,9238118037746,1,3,0.07892759086974677,901170258194648,0.014151071777644946,16
4686,2394365,2676985338205,0,2,0.24936636990762096,234989565015438,0.040680362320200454,15
4687,2617,2600488,1,0,0.48436054182241817,41444643,0.07632581611175561,13
4688,3755,3123359,2,0,0.006429388168291639,120232410,0.000836069689234827,17
4689,8542715,10368393146915,2,3,0.06108045865200995,1019268752947878,0.010137782577834388,6
4690,5750203,3324769819406,0,3,0.8967346431755951,128624779373277,0.11221075293004822,5
4691,98242,3134783999,3,1,0.9132978603428603,263645793607,0.17254323299500543,20
4692,603010,10446568454,0,2,0.032454461096490306,315142104793,0.0055532062039274814,18
4693,96680,1607795711,0,1,0.774160875914964,59589075165,0.1258698944723728,14
4694,89621,2492953216,1,1,0.5141221719720197,210768975220,0.09300479277712378,11
4695,4862573,8077288029242,3,3,0.5376905677969552,806816155867858,0.07413537833638117,12
4696,1665534,618326177769,0,2,0.38183648414266047,17584839201067,0.05365045019167728,18
4697,58008,1475490445,3,1,0.45964841566858305,143256415363,0.05932034649884837,2
4698,51530,1066502058,2,1,0.3815052103159481,90554418621,0.06792838811489615,13
4699,7806432,14307852986090,0,3,0.9831911888217614,501420489409066,0.1649426671219594,10
4700,8973216,34800262231246,3,3,0.5434567694882236,3013911413265337,0.06892286264099674,1
4701,4317,5562240,1,0,0.3035706563288648,515624099,0.04699071882749902,16
4702,2444284,616921282866,3,2,0.011079745499398164,56007729023588,0.0016684878766998867,17
4703,130190,680446315,1,2,0.2989772601567362,17789130443,0.045743535405675266,18
4704,1496,1046911,2,0,0.5785966957032235,12179288,0.0880320054999744,16
4705,1778,1179024,1,0,0.760395557960783,94768261,0.13502487279364875,16
4706,1198626,423029578456,0,2,0.4642086248133539,461156193421,0.09221301548367858,17
4707,1460789,1043889366520,0,2,0.8297985875094518,80567147931855,0.16064163035509343,10
4708,7029003,10868217114217,3,3,0.14135963765479542,484987775244642,0.027049801266949107,1
4709,8137842,24629240456745,0,3,0.09579446845452,652574292973097,0.014466078902399475,3
4710,3372,826005,0,0,0.35127709876891533,4542508,0.053557062513774976,11
4711,63,1380,0,0,0.009997463269180495,134588,0.0016315305205692968,3
4712,2319,1078103,2,0,0.7408272280174055,8145134,0.11464340718953524,4
4713,38,361,1,0,0.7829720275299872,2342,0.09940391812248105,17
4714,9031717,16092360909131,1,3,0.21964175190866053,163583526506808,0.03466937225416743,16
4715,188376,16672012419,1,2,0.4917039820288044,1634113518492,0.07313385379609032,10
4716,116707,3194048202,2,2,0.3635905648274961,311301282747,0.047875849180165644,19
4717,97688,2486605287,3,1,0.2051668565339997,112312126977,0.02959806788295708,4
4718,143,8294,0,0,0.39183028581495394,812511,0.059218481879648406,20
4719,3191,3488579,3,0,0.1845649516155169,74193967,0.02953362942315276,4
4720,27348,79944521,3,1,0.13332049690912773,4185123334,0.017301357534753887,18
4721,3954479,391314299332,0,3,0.6370627697540671,25529135192129,0.08164548138890573,13
4722,8400317,35066111762097,0,3,0.3937600282792606,317738354086710,0.0693581626607949,11
4723,3907666,3803111762477,3,3,0.8795027368141897,37972933861966,0.1467377529159532,4
4724,2798355,1769330700313,2,3,0.058159768512796806,163357913710066,0.009314181191625456,5
4725,3672,350460,3,0,0.12652063782620893,8599177,0.022509801314539887,17
4726,4538,2308069,0,0,0.6395067148385193,218975169,0.08193282244145215,12
4727,9979471,15973563860910,3,3,0.11514804925919442,1360062281438385,0.015660879390205985,11
4728,227,18273,2,0,0.869595650437403,537585,0.12083265691938776,6
4729,24262,41035417,0,1,0.9680234784987664,1540379649,0.17117683413943918,7
4730,1971,840547,0,0,0.7449845775977278,51166224,0.11267359354535374,10
4731,596098,64162639208,0,2,0.19954571312726954,3579100334085,0.027926307424117357,1
4732,2867399,739126561691,1,3,0.7634195633878824,67438670416078,0.10602234119024316,3
4733,2013,67618,2,0,0.4837055452826309,2308346,0.06375243808647392,16
4734,16638,34577450,0,1,0.16621010167479244,1093354858,0.030030801381011045,5
4735,1021,135942,1,0,0.2711068100851475,12237305,0.03787567386173834,17
4736,8203229,33051532760124,1,3,0.39226791139014283,3270506206752427,0.052186081757760114,1
4737,2828,692571,0,0,0.19575402788477203,42051202,0.0368960140230885,19
4738,140,2435,0,0,0.6860794382408345,102686,0.09558701658437019,20
4739,28803,145484863,2,1,0.1394193562326479,7961527932,0.023925368576808752,8
4740,2081156,1679547980706,1,2,0.807004854205327,40502958156048,0.10111681928110113,9
4741,473,89050,2,0,0.7050440592291023,6857145,0.09137689818792381,3
4742,73602,2162040828,2,1,0.6064481343114634,165108899829,0.11642638385167689,11
4743,34182,455192063,2,1,0.23252237587755953,13906470455,0.037131945817215954,14
4744,66094,113439793,0,1,0.0899893860190939,1631035431,0.012286023699300442,13
4745,1220157,112345759433,1,2,0.9077608824921992,1754351525010,0.1689222711036022,14
4746,3690760,3163766156959,3,3,0.16999897578245882,249683167061865,0.02135297613541393,17
4747,87527,3680189451,3,1,0.08306487271585172,238837829499,0.0113574325351992,14
4748,1605329,922839665657,2,2,0.4736588966841705,11789653407439,0.07984627995618662,1
4749,2481462,2846216374423,2,2,0.13260408041723748,8228008903109,0.018804588752430674,17
4750,3420,2556224,3,0,0.45093996805304315,33920612,0.0615667804912037,5
4751,4784,6688640,1,0,0.7093161843014522,167674687,0.11445124221403975,9
4752,991,366723,2,0,0.10029703919987543,27955157,0.016458579234076152,10
4753,9819654,13313363350737,2,3,0.019820017475494,1142059894043703,0.0025544204253567025,9
4754,1903967,867430855209,0,2,0.7421181370491442,83186348044541,0.1147544822279299,17
4755,3278,1505026,0,0,0.7352030249936784,97491245,0.09697827038851965,3
4756,33218,40832799,0,1,0.24239196616158387,3727161245,0.04718802007310659,11
4757,2486792,1841024214163,1,2,0.33088878571960423,93965138158453,0.05290422583773312,1
4758,4532,1060840,0,0,0.37145281050341816,43593674,0.04908078264884149,9
4759,55098,441212909,2,1,0.8590338268134217,6683741625,0.10919042134998172,8
4760,1066128,536828416454,2,2,0.747117304210679,11203098445440,0.10273834953479705,11
4761,50123,212149985,1,1,0.43131839312404996,9755724256,0.055057946033441406,7
4762,2060449,565443950599,3,2,0.9130471092610789,13633162947446,0.11452810366579726,14
4763,4558,3002241,3,0,0.6969931563473869,233787165,0.11933533392695718,10
4764,1853,421087,3,0,0.3540080743092616,21683942,0.06016317013377551,16
4765,1573,477253,3,0,0.6971764081011974,24440521,0.09878927875885156,17
4766,8894744,554691817532,1,3,0.7038492754396596,46488950592233,0.1379302358687947,1
4767,84211,135513246,0,1,0.39667857624850045,4542529022,0.0589472014977288,7
4768,728907,37660440750,2,2,0.5869570562094513,2051217436966,0.11286004305714983,4
4769,27,179,2,0,0.010191929472886607,1499,0.0013358044858579558,16
4770,6400014,809013512337,0,3,0.5337156832177165,72209314636708,0.07458586279576469,13
4771,65113,1817303316,3,1,0.37261230996104977,71174220781,0.04704924967471093,3
4772,53720,1092045159,1,1,0.33578670663094834,48358640328,0.045463377964991884,7
4773,2483667,2280560317910,0,2,0.8409819839353367,23829670760687,0.11256832650965923,14
4774,3998,6557738,1,0,0.19223445323235333,274788098,0.024120744748057418,10
4775,3283657,3715665617097,3,3,0.7223512049417379,206657036883899,0.12995001058712388,6
4776,2060602,988124381077,0,2,0.07473530096953507,67148033195780,0.012594851591830745,19
4777,4812,7510197,1,0,0.7516678495034357,395170479,0.1219131309640643,7
4778,91999,2194635621,3,1,0.7300895596577056,101998355217,0.09548147672277749,14
4779,808020,232047520495,2,2,0.6326193314023898,4039434246497,0.080860033075664,8
4780,74382,1963078294,0,1,0.4780277534358116,48798681067,0.06584161886241216,2
4781,820280,186193302192,0,2,0.6336468678534403,13931152593596,0.1026948362285067,2
4782,36891,286874261,1,1,0.2783973258226812,15684683973,0.051993458910860456,3
4783,3149,4054405,0,0,0.6302817897621719,271348081,0.1030905185339953,6
4784,1210080,644096542956,0,2,0.09949335328281017,57875968214106,0.014967076557766466,9
4785,377232,836644893,1,2,0.37910697055021436,28460975937,0.07096200914376533,4
4786,26795,153122913,0,1,0.30774161768621155,10724373170,0.05174948725037463,13
4787,79332,1814457621,0,1,0.6638235884057484,74669102307,0.11224783544679226,1
4788,94241,115987700,3,1,0.6059798709154505,7839659797,0.10880110824239504,15
4789,4888986,2088886815787,1,3,0.6334062144523929,48129992434619,0.10448099440441064,16
4790,8,28,1,0,0.8135676205106697,696,0.1022275231614432,20
4791,2685,645698,1,0,0.18582429954446333,35029031,0.0285125095542862,12
4792,3675,1904689,3,0,0.7447850096269215,30275925,0.14757947189946583,8
4793,54123,78486195,1,1,0.9413051509071568,7295120771,0.14339969707156705,20
4794,428,2697,0,0,0.4360236584068956,229014,0.06047929764045815,10
4795,1615,993186,0,0,0.10812883353427427,57207469,0.01469291434491456,2
4796,59599,463523219,0,1,0.8748145947161893,22357385902,0.15712931701700675,6
4797,7950109,82095640709,1,3,0.6265299765824043,7901460296608,0.07898931760841031,17
4798,66728,1328435048,0,1,0.6624598455820649,103788314521,0.10237690828124689,19
4799,1918,309028,2,0,0.6760994029663927,23792533,0.10914668787897017,9
4800,70354,150396306,2,1,0.35558134145560927,1690226867,0.06465852620440558,8
4801,866438,375101561088,0,2,0.028991878027720852,7783185911038,0.00535844548975035,13
4802,9992745,16194927385184,1,3,0.43726368451349296,638242355300605,0.0656139398238304,3
4803,90802,3909460685,0,1,0.12192710462198542,273751900945,0.02012349479737583,10
4804,818182,55481557782,2,2,0.9026782319534277,2751829798306,0.13637802053777917,5
4805,2221720,1144551137955,3,2,0.22500324320709408,24797751082141,0.028576074408265397,16
4806,66910,1710925456,2,1,0.28313713143205477,59403266466,0.04725120309921098,6
4807,4610,7356036,2,0,0.9235828200299911,240987061,0.15463566557530875,14
4808,4764,10143114,1,0,0.8771362268538346,365690325,0.15268213024257896,11
4809,40557,617179292,0,1,0.5487603210458052,58760296223,0.07614323881552262,20
4810,56286,219890335,1,1,0.6227471407802562,10138918269,0.09833474883511022,13
4811,21240,68537695,1,1,0.7970046514203,5586541617,0.10448386961259244,2
4812,2855746,1486970271563,3,3,0.6316400969827191,134550334507207,0.08853192444209297,9
4813,9846141,30337655211017,2,3,0.952302548557506,131909249928466,0.13919772979769776,20
4814,71867,1127393518,1,1,0.4149859455155166,80160757478,0.07726981113533932,14
4815,1316274,143334659853,2,2,0.7763657926106322,153488880834,0.15228538395824326,5
4816,28330,395795222,1,1,0.4256190263370463,28095396598,0.07769309097343659,19
4817,52665,72199781,1,1,0.136215237265208,2736678288,0.02703454160179262,6
4818,4414,4153259,1,0,0.3716240669408839,173260721,0.06761837083413494,11
4819,3209300,3543669141549,2,3,0.5779300514199746,259222389155661,0.11281450333899458,12
4820,4047,1164587,0,0,0.5136788673724445,101195188,0.08334502533412226,13
4821,8417321,30753256609912,1,3,0.9324634861136801,388833193009833,0.12237976967003295,15
4822,4155,7605283,1,0,0.22586324205343522,15989230,0.028598248746745217,19
4823,2151204,1583044555296,0,2,0.6963794789031332,77558443071570,0.12701867594767982,20
4824,2460047,295903362988,2,2,0.45704709524877585,28781344287736,0.06562095472851075,5
4825,5685535,12403453619099,0,3,0.8515492638887612,1183387507554752,0.10929295206629995,7
4826,914,89427,3,0,0.7462295022736638,6181659,0.11608316767524951,20
4827,2157111,1311130429854,1,2,0.41858890790432324,30398001263849,0.07105120258746311,10
4828,3685,2013670,0,0,0.28940204412981807,58762711,0.055252063950395974,3
4829,791621,246345665875,3,2,0.6165687105888695,13832069129870,0.08964327438076872,18
4830,68562,507348041,3,1,0.5928466606696742,44295270526,0.07845721646828013,13
4831,35540,146724563,0,1,0.445932146867286,4900937152,0.06025983726025835,1
4832,4260,6309154,3,0,0.599924627515474,534892727,0.09540174828644105,18
4833,2544159,1156631480565,1,3,0.9187960088752979,30299815096884,0.1542567558963285,16
4834,19675,89432727,1,1,0.20842576471438812,3941657550,0.029648602056106275,11
4835,4846,5677190,1,0,0.10469379767450904,406462471,0.014965045806392123,12
4836,4983,10066650,1,0,0.8780205993822277,828349694,0.1251832898505798,14
4837,7813011,1764587776573,1,3,0.5115321812893682,51918802385064,0.08391341801708688,17
4838,9817630,8060382323481,1,3,0.40207238402405965,312963160887225,0.07762683082229492,17
4839,201203,14044647723,3,2,0.973669922421293,275750850917,0.15182188484046216,1
4840,1780,927063,0,0,0.25445791238015114,88980659,0.03940105377684967,5
4841,188527,14852771089,3,2,0.2881551669580913,1114026904510,0.05461428971428819,1
4842,11730,34807317,0,1,0.7701364530706017,1384541891,0.1534415014259358,10
4843,2870,2253837,2,0,0.8365815849541643,60514213,0.11434828908830756,18
4844,21857,231452329,0,1,0.41359023701694275,20221804504,0.054319107326731356,8
4845,8272417,24914227838322,2,3,0.6684056113055159,1289497682177277,0.08453449370699175,1
4846,480,104717,1,0,0.43403949054034574,10410341,0.05618198402798101,7
4847,1312355,813933817496,1,2,0.7727069100684478,57304980675427,0.12937109361942142,13
4848,1361825,514059271077,0,2,0.13810876024467966,42048278582111,0.02404063881446433,13
4849,1001416,268085329810,3,2,0.8031798021694051,20337629378477,0.1416329781556478,14
4850,8472898,2676061013650,0,3,0.5573170074094652,25388265375369,0.10386102375427989,13
4851,3390854,1086884512715,0,3,0.5913292698504627,57536890498487,0.11473273822983711,8
4852,83067,2947816032,3,1,0.4529022636691574,173989981060,0.07004113280708035,17
4853,3180,1342379,3,0,0.29907618104682454,77090717,0.038898027374652706,16
4854,2752,3136722,3,0,0.9918646836321274,206682988,0.17642905841280798,20
4855,8113530,13436585140914,3,3,0.9616565454851023,600709077978855,0.19060480469722355,15
4856,88155,3194571966,2,1,0.6328222728203197,284339902333,0.1255499638632807,16
4857,3110,1912208,0,0,0.6936920244435683,120602657,0.11348989820096995,5
4858,6424943,9542181858194,0,3,0.4656178927921487,191786028542626,0.05986242164512916,11
4859,1295,749727,1,0,0.34154233987729354,13561815,0.05990186582528273,12
4860,3626900,981811509137,3,3,0.5337378595130357,18604506562169,0.09028875176111519,18
4861,5209095,11766435873167,3,3,0.47159179910312143,297946582134666,0.06780936842310976,4
4862,1512612,72437840085,2,2,0.07550907969424547,186744101205,0.011420449397958953,19
4863,8474,22651206,3,1,0.4168062042194435,512354782,0.07737171482363359,4
4864,16807,30902398,3,1,0.882220345451942,2759567573,0.12102983024136493,11
4865,8628085,24550806714826,0,3,0.7665242085424463,2388004676599614,0.15310446696576782,13
4866,2910,372835,0,0,0.6234581558275484,29597549,0.07833736056296756,10
4867,7198799,23083169010116,3,3,0.7510968743323354,152072595607124,0.10179091453059334,16
4868,24472,90994395,1,1,0.08096007047873344,5948047018,0.010846813261212269,10
4869,93098,697031708,2,1,0.5338060698595026,45045223391,0.0700970171900885,13
4870,4250494,4784778259588,1,3,0.7109694157756437,300092645933169,0.1368036599503146,20
4871,1663332,773527303213,3,2,0.08217173375182563,60097950508481,0.010278583861283136,20
4872,85483,1088104610,1,1,0.6437662159573843,52195312210,0.08674542417056504,4
4873,8412694,35281687325083,3,3,0.7482743247548855,88541778159950,0.14513071305551795,2
4874,59013,1557550916,2,1,0.14723626959757263,149852409096,0.021921369753915135,18
4875,2724791,2186548267776,2,3,0.7334067201341863,199450242414147,0.12995789064920976,17
4876,363,47801,1,0,0.4681661674202442,4404289,0.0738508943786073,11
4877,22595,41054988,2,1,0.20758038469853712,698053637,0.04108248143919133,13
4878,2257617,1553512498053,1,2,0.6444133781019398,135304815625390,0.12603036173756402,8
4879,85590,2041068473,0,1,0.31032774614029157,64434016515,0.05841889740063672,3
4880,9474,1090420,3,1,0.6532471378976515,44161868,0.09737853432409337,1
4881,6974216,7088237710453,2,3,0.8857664358227996,370207647337842,0.11493456937895455,18
4882,43821,44597299,1,1,0.39545181369716254,2284282862,0.05936925566006256,14
4883,3021202,1088937126955,1,3,0.7557024336533719,31862327366751,0.10204522703054307,12
4884,78849,1277304175,3,1,0.024185103497822436,79736896889,0.004673983225685728,6
4885,800104,47103755772,2,2,0.961636005842748,605043010741,0.13059171358801577,2
4886,55923,956898597,3,1,0.961611880317956,22502994063,0.15120187356871015,4
4887,1224668,413520443769,0,2,0.4562527173540766,10493270994720,0.07194783925923508,1
4888,2024987,228662623075,3,2,0.05810612844166951,2930573000880,0.008569410733373889,12
4889,5295785,11835758598457,0,3,0.023008874680504388,174010610493023,0.002992177753360298,5
4890,1031529,92759514462,1,2,0.07524205473243584,4399817461444,0.013184108598307723,10
4891,99247,2387846823,2,1,0.36412865050159726,70747418990,0.0663816842683021,13
4892,31209,450591221,0,1,0.2630629092111544,12484739017,0.04115897644857376,5
4893,69175,394751703,3,1,0.4130104152158385,34538898368,0.07751553577481389,16
4894,9279225,2417520012002,2,3,0.5655783661401418,198437654895884,0.07214875385615616,3
4895,1155,293539,2,0,0.5303581818532254,6619291,0.08439598074663825,15
4896,2744070,2124256918858,1,3,0.8698744443142963,194465918805329,0.14795789873894785,3
4897,1683291,1058595304764,1,2,0.46952595568488686,51617621454894,0.0912336953229802,12
4898,51225,262566441,1,1,0.1721395930776689,20295867776,0.025855791742697257,16
4899,1505015,1047675775447,0,2,0.47989708066226744,31181255735767,0.060074917451991075,11
4900,815766,325341380574,1,2,0.6262474479946424,6012913577361,0.08218364556081359,12
4901,2558,1241892,2,0,0.5568715397985067,99046879,0.07107189569513987,1
4902,172336,8629671551,3,2,0.8055050010292423,460640553313,0.12596394829769422,17
4903,1848026,1171087244493,2,2,0.2548012033420328,36196450596669,0.042261292824298115,2
4904,4952,3320437,2,0,0.2209888905047913,326722422,0.03558708306706338,10
4905,4894193,2613619815446,2,3,0.6469597747320484,23440503807750,0.09873951391046189,5
4906,1998,1040141,2,0,0.12307294883334818,74145701,0.017582185472236094,3
4907,3243410,623873315124,3,3,0.9211344212033477,28542999292550,0.1542072953747296,17
4908,26626,50158496,0,1,0.7071461320047452,1730823267,0.11330773359975335,10
4909,5785434,12031710941935,0,3,0.05401282340269864,791990276904654,0.006960709806526383,12
4910,623317,93177765411,0,2,0.09319101868506852,6885383363778,0.012937239636348944,18
4911,631583,44908912137,1,2,0.468927993753136,3977763525357,0.08595267220332536,6
4912,61113,1159956514,2,1,0.2681392467641899,71824672597,0.03758118032239654,6
4913,64500,132316399,3,1,0.3043421684483121,2601730621,0.04121660402355006,12
4914,75650,709501485,1,1,0.15549508589860983,42119306844,0.019616190113069153,6
4915,12794,74095704,2,1,0.673516764718081,2066156685,0.10663540078967805,20
4916,97220,4655603409,2,1,0.27782283628009263,299415556230,0.04171716124139025,14
4917,2318038,358134359457,1,2,0.6907776852067213,29574210341727,0.09654375520329686,3
4918,38684,242562933,0,1,0.6592766447601633,5074142133,0.1251630605946234,14
4919,4966617,12270492721758,2,3,0.33501564735181966,221266464792064,0.04532970448606297,3
4920,900,135761,1,0,0.7674221804364488,7550010,0.11919111601850989,5
4921,62959,121992138,1,1,0.7925696951547684,2450103991,0.12148417330340762,1
4922,2419543,2171599473636,0,2,0.6759881501294861,125452417873112,0.09745848854011117,18
4923,1262,687138,3,0,0.5407994658351759,29666767,0.1003165737808234,19
4924,83320,440168063,1,1,0.1568386296492884,24508310395,0.02105079813607585,6
4925,9239708,3998063590598,3,3,0.14824727035266838,369602568554144,0.01853225403771103,17
4926,5685940,14729511017687,3,3,0.7436723660598161,1444508020239557,0.0937881196235885,20
4927,89185,1948116349,2,1,0.564866401344208,150642351189,0.07511699344625018,9
4928,5245982,1928114519573,3,3,0.04719090923847524,47346425866268,0.006371214510966801,19
4929,3550,3517483,0,0,0.12738221434111308,207997168,0.021686447665686205,11
4930,4143,7940751,3,0,0.42696501441536483,344376349,0.059565605668201724,14
4931,48186,49151644,1,1,0.42870364655904414,1044500974,0.06324631604668553,13
4932,42783,222839398,3,1,0.9648223293724266,7201450494,0.13957557655891065,16
4933,4705,7131641,2,0,0.7751918633692046,273470260,0.11151512122388685,13
4934,59409,1658810143,2,1,0.9197676668151565,164344953987,0.17775154257513506,17
4935,75946,254787785,2,1,0.13404159601895116,21252711815,0.022410859483763586,10
4936,8988617,23163776630521,3,3,0.9745250286424215,1134454262395096,0.17959793672063082,5
4937,4127,4505066,2,0,0.3529357763969755,180579932,0.06695801799225554,9
4938,70885,2344991660,3,1,0.46180740479440274,135335622678,0.08772299512674986,17
4939,3954048,6798314574954,3,3,0.6074059307923225,563687449227044,0.11347090704542281,2
4940,9016102,11843689255423,2,3,0.5928713499510336,499832664414709,0.09171532090407368,7
4941,1120847,613629775190,3,2,0.5629603189826375,27139623447836,0.08756144726819963,19
4942,1953512,915546621342,2,2,0.09663792825919004,81161918089977,0.014755164717808768,16
4943,920799,352157071206,0,2,0.7996130757403628,10414136612261,0.1319060624630848,13
4944,6223735,2271678032027,3,3,0.6740768908951293,56386475578255,0.11298348413923114,9
4945,8504328,34089003088006,3,3,0.30846102892393634,3195436856060163,0.04996727294018661,11
4946,2136061,1889214825119,0,2,0.6846252984131762,71816738027518,0.0929963873036725,16
4947,9647298,19657832187900,1,3,0.5803293117327727,1000481122831315,0.11159076959668611,18
4948,4968764,8384212721687,3,3,0.508835833808713,243510211593634,0.09130910952568165,11
4949,1644820,424341822381,2,2,0.21187975710969753,3616082197047,0.03205513545037704,10
4950,6089662,10422703371540,0,3,0.6081123830437541,374411072117650,0.07630813322465653,8
4951,8366459,32949441260588,1,3,0.9585447900775996,2622802952758577,0.18719255785258976,16
4952,4053,4575103,0,0,0.7233504662813043,373455577,0.14357254522608393,15
4953,2352747,1153192662625,3,2,0.19389497739197825,38004781426101,0.034755769417136574,20
4954,19619,177502774,3,1,0.5002837163068073,9997293902,0.08439274888583027,9
4955,4504,8116008,0,0,0.25519061961909884,775691060,0.04601326415208156,15
4956,608481,90977018043,3,2,0.2291187094554339,6149851566803,0.03660840135120574,6
4957,22029,120864323,2,1,0.20335338906249256,1923703214,0.027416773616048617,7
4958,8143314,12015099208963,2,3,0.9519124055672404,90492506847841,0.15967767423235577,18
4959,365,49184,3,0,0.5520988487181816,3182077,0.10713331719945493,15
4960,43016,132126547,1,1,0.6207770147144706,3728072510,0.08797984555846382,7
4961,2771040,3697471131872,3,3,0.8574384013656569,365889303808530,0.13437847933730254,19
4962,10957,35894969,0,1,0.7649531085028172,2820879021,0.09762992590389538,1
4963,183,2395,3,0,0.04783713467479389,46451,0.006411204968523831,19
4964,6668,17452962,3,1,0.9534322655478342,427258345,0.14599349305351272,6
4965,44324,599794291,2,1,0.6050388803974902,48938286886,0.09425662488181925,15
4966,1810359,1479982947587,1,2,0.17868176971417926,130588353097093,0.029752705114400865,12
4967,7791591,22210080051749,2,3,0.9488173995781067,376501893069657,0.1612955101981029,20
4968,56782,966470773,3,1,0.5492499466857386,72373588461,0.0849423210338062,19
4969,409208,25263686136,2,2,0.31311690592119557,2199244138112,0.04111953765524108,8
4970,4696,9557914,0,0,0.41777549798150726,911700166,0.07446857325418957,3
4971,3276,1047796,0,0,0.0155255158884412,58640341,0.0020488623573862857,6
4972,3854,4890920,1,0,0.21615955268681697,454190579,0.02906375147357627,1
4973,1587000,1078150369697,2,2,0.7294720548881284,52559674123738,0.1400767605635432,13
4974,625,637,1,0,0.6018334837989426,34453,0.0911920066083035,11
4975,9429581,27512796120511,1,3,0.3293013492052549,734584834647828,0.052252405219749984,9
4976,1531207,254880439460,2,2,0.8487869677970119,6113854779585,0.15317876630352134,12
4977,2291023,1608595974236,1,2,0.8535535396815749,59566707810081,0.13046449450905323,15
4978,5893964,16551383490723,1,3,0.855139303598189,1377856157179791,0.1546549195391257,7
4979,2502,43133,1,0,0.26636649904937293,2693259,0.04537340801838427,1
4980,7229873,16022471676904,2,3,0.4345602291759877,316568213417646,0.07372921752133507,14
4981,1019811,380912936475,0,2,0.3981111367611041,4632780787410,0.07935943576622215,10
4982,2770,774089,2,0,0.9394722114621095,57113158,0.12694821672299494,16
4983,1491930,500742905109,0,2,0.4740050910980178,31864067219159,0.0787001798327681,11
4984,2721399,1424515357558,2,3,0.9261790788095903,36714591906110,0.17080754632667733,17
4985,10606,15183123,1,1,0.17608346287458243,517089696,0.02831426538152069,9
4986,7060698,12097374861991,3,3,0.8468453747157302,281616205757940,0.13485858849468066,15
4987,1340115,758695215881,3,2,0.9029933315202002,23268883945028,0.11691539340665251,20
4988,479,11878,2,0,0.6502749797021024,465819,0.09810689599787034,14
4989,6058962,9330314338057,0,3,0.32080639977530856,788401389526125,0.049498477635478065,13
4990,6112524,13794737398344,2,3,0.04308513802108438,1072617831566456,0.005906448913542607,10
4991,8769842,25513159668542,0,3,0.21159102881491554,401231422775482,0.027422683575941825,14
4992,30099,132822393,2,1,0.9716109167867958,4895149485,0.15929276467336034,5
4993,2332698,2105140883027,2,2,0.5676554639388824,123486953584558,0.10337875930328737,9
4994,49509,236685776,3,1,0.7131242105934495,22978993013,0.09590607224887626,18
4995,3255,4060638,1,0,0.8453541996262038,348273170,0.11834760918472505,20
4996,2887542,1651182821463,1,3,0.6462591897183041,145595195560639,0.09508464898106003,14
4997,7119012,7033962932866,2,3,0.11488984511948097,429614029293914,0.015710673537785724,15
4998,463000,30806747154,2,2,0.5432487876989011,1898416144835,0.07405897010104259,19
4999,77049,1748051943,0,1,0.5194275668165178,116955418074,0.09179745629906874,14
5000,88606,27126871,0,1,0.7764709340214905,1453372562,0.10004215111745988,8
5001,61024,435413718,0,1,0.580197677677837,1182341634,0.10388946835525456,12
5002,2438174,2594397698662,0,2,0.530329880844375,133839697368273,0.07196808870278822,2
5003,59347,1388828038,1,1,0.2461801264390323,13471694563,0.04092249065092842,13
5004,2086,2044309,2,0,0.6620853169734486,122250301,0.12162224520412414,12
5005,37639,154864472,3,1,0.49543555404484774,2639176039,0.06278129296947617,2
5006,40248,658142064,2,1,0.7504476431031953,42528364508,0.11345422307107042,7
5007,3133,1309366,2,0,0.27394155455723723,77675003,0.04284924925832694,10
5008,307381,25579068418,2,2,0.19981328893445305,2074340745292,0.038273748030313685,16
5009,8353539,3505749300976,3,3,0.36453236766279673,313777813224965,0.06475486211794705,18
5010,631769,160893531301,1,2,0.3922273948554388,12105628500916,0.07243561555336912,20
5011,5529,7456435,2,1,0.008297230763419705,426614909,0.0014665232470743978,10
5012,1349986,705179893865,1,2,0.2786701109416162,40223190218953,0.04253894173970215,14
5013,2225871,1496146979193,1,2,0.3949476210500231,55833764625780,0.05985276777970121,7
5014,4613,1550214,1,0,0.11075560152926467,2967537,0.022131394201824077,16
5015,737964,235138162651,2,2,0.8848720489190519,11347844647133,0.14227047127877687,7
5016,3941,6228220,0,0,0.029067153570507487,49649237,0.004996942071891511,10
